CGCMT16C1,304101581,25-002,20160101,20161231,AN,BOR,320PROPINS,6330
CGCMT16C1,304101538,46-001,20160210,20160601,UB,NOR,510CAPEX,6675
CGCMT16C1,304101538,46-002,20160101,20161231,AN,NOR,510CAPEX,5869
CGCMT16C1,304101574,1-001,20160322,20160601,UB,NOR,440OTHEREX,38290
CGCMT16C1,407004612,40-001,20160101,20161231,AN,NOR,490LEASING,25044
CGCMT16C1,695100653,42-001,20160101,20161231,AN,BOR,310RETAXES,32899.55
CGCMT16C1,695100640,12-001,20160308,20160601,UB,NOR,020VACANCY,-135468
CGCMT16C1,304101575,6-001,20170101,20170930,AN,BOR,340REPAIRS,300363
CGCMT16C1,695100651,32-000,20160101,20161231,AN,ADJ,390MARKETI,2079
CGCMT16C1,304101541,31-001,20160101,20161231,AN,ADJ,310RETAXES,2141
CGCMT16C1,695100648,30-001,20170101,20170930,AN,NOR,510CAPEX,9745
CGCMT16C1,304101576,4-001,20160201,20160601,UB,NOR,350JANITOR,332839
CGCMT16C1,305990005,5-001,20161001,20170930,AN,BOR,360FRANCHI,1542012
CGCMT16C1,407000624,2-041,20160105,20160518,UB,NOR,030BASERNT,126025
CGCMT16C1,407000607,47-001,20170101,20171231,AN,ADJ,490LEASING,3931
CGCMT16C1,305990052,52-001,20170101,20171231,AN,NOR,140LAUNDRY,504
CGCMT16C1,407000608,16-007,20170101,20170930,AN,BOR,310RETAXES,1
CGCMT16C1,407000614,44-000,20160101,20161231,AN,NOR,030BASERNT,744199
CGCMT16C1,304101579,7-004,20170101,20170630,AN,BOR,380PAYROLL,27467
CGCMT16C1,305990005,5-001,20160101,20161231,AN,BOR,280FOODBEV,284036
CGCMT16C1,407000608,16-001,20160101,20161231,AN,BOR,020VACANCY,-289524
CGCMT16C1,407004598,33-001,20160303,20160601,UB,NOR,320PROPINS,20297
CGCMT16C1,304101557,36-000,20160401,20160601,UB,NOR,340REPAIRS,223769
CGCMT16C1,695100655,22-001,20160101,20161231,AN,BOR,310RETAXES,596251
CGCMT16C1,695100653,42-001,20160101,20161231,AN,ADJ,320PROPINS,6163
CGCMT16C1,304101553,13-001,20161001,20170930,AN,BOR,090OTHDREV,98037
CGCMT16C1,305990005,5-001,20160101,20161231,AN,BOR,370MANAGEM,656255
CGCMT16C1,407004616,9-001,20160101,20161231,AN,ADJ,370MANAGEM,4181
CGCMT16C1,407004598,33-001,20160101,20161231,AN,NOR,380PAYROLL,24000
CGCMT16C1,304101555,49-001,20160101,20161231,AN,ADJ,400PROFESS,-1103
CGCMT16C1,304101575,6-001,20170101,20170930,AN,NOR,030BASERNT,3900379
CGCMT16C1,305990029,29-001,20170101,20170930,AN,BOR,040EXPREMB,10807
CGCMT16C1,407000613,34-001,20160101,20161231,AN,BOR,410GENERAL,42786
CGCMT16C1,407000614,44-001,20170101,20170930,AN,NOR,410GENERAL,5141
CGCMT16C1,305990010,10-001,20170101,20170630,AN,BOR,340REPAIRS,125880
CGCMT16C1,304101538,46-002,20170101,20171231,AN,NOR,410GENERAL,12673
CGCMT16C1,304101556,21-001,20160229,20160601,UB,NOR,410GENERAL,83802
CGCMT16C1,695100656,24-001,20170101,20170630,AN,BOR,320PROPINS,12593.36
CGCMT16C1,304101577,11-001,20170101,20170930,AN,ADJ,500TENANTI,15147
CGCMT16C1,304101581,25-003,20160101,20161231,AN,NOR,160OTHERIN,23883
CGCMT16C1,695100657,18-001,20160101,20161231,AN,BOR,410GENERAL,3716
CGCMT16C1,407000620,53-001,20170101,20171231,AN,ADJ,320PROPINS,9768
CGCMT16C1,305990043,43-001,20160101,20161231,AN,NOR,410GENERAL,13131
CGCMT16C1,304101579,7-001,20160101,20161231,AN,NOR,410GENERAL,24130
CGCMT16C1,304101553,13-001,20161001,20170930,AN,NOR,410GENERAL,732003
CGCMT16C1,695100652,27-001,20160101,20161231,AN,NOR,330UTILITI,96901
CGCMT16C1,304101576,4-001,20160201,20160601,UB,NOR,340REPAIRS,948213
CGCMT16C1,305990010,10-001,20160121,20160601,UB,NOR,510CAPEX,101500
CGCMT16C1,304101553,13-001,20160101,20161231,AN,BOR,360FRANCHI,758958
CGCMT16C1,407000613,34-001,20160101,20161231,AN,NOR,390MARKETI,6343
CGCMT16C1,407000608,16-004,20160316,20160601,UB,NOR,160OTHERIN,4330
CGCMT16C1,407000620,53-001,20170101,20171231,AN,NOR,410GENERAL,15815
CGCMT16C1,304101554,45-001,20160101,20161231,AN,BOR,340REPAIRS,22716
CGCMT16C1,304101577,11-001,20170101,20170930,AN,ADJ,320PROPINS,-830
CGCMT16C1,305990010,10-001,20160121,20160601,UB,NOR,320PROPINS,93937
CGCMT16C1,304101538,46-001,20170101,20171231,AN,NOR,010GROSRNT,367019
CGCMT16C1,407000608,16-000,20160101,20161231,AN,BOR,440OTHEREX,615394
CGCMT16C1,695100652,27-001,20160228,20160601,UB,NOR,270ROOMS,595237
CGCMT16C1,407000608,16-000,20170101,20170930,AN,ADJ,370MANAGEM,-15085
CGCMT16C1,407000608,16-007,20160316,20160601,UB,NOR,310RETAXES,16977
CGCMT16C1,304101579,7-004,20160101,20161231,AN,NOR,340REPAIRS,9244
CGCMT16C1,407004598,33-001,20160101,20161231,AN,NOR,340REPAIRS,173516
CGCMT16C1,695100648,30-001,20160101,20161231,AN,ADJ,310RETAXES,116363
CGCMT16C1,407000614,44-002,20170101,20170930,AN,BOR,340REPAIRS,17989
CGCMT16C1,407004598,33-001,20170101,20170930,AN,ADJ,320PROPINS,15222
CGCMT16C1,407000589,8-001,20170101,20170930,AN,BOR,090OTHDREV,43426
CGCMT16C1,304101554,45-001,20160101,20161231,AN,NOR,500TENANTI,17987
CGCMT16C1,305990005,5-001,20161001,20170930,AN,ADJ,090OTHDREV,5693
CGCMT16C1,407000608,16-000,20160101,20161231,AN,ADJ,310RETAXES,-5296
CGCMT16C1,304101554,45-001,20170101,20170930,AN,NOR,330UTILITI,8500
CGCMT16C1,407004604,26-001,20170101,20171231,AN,BOR,040EXPREMB,160890
CGCMT16C1,304101581,25-001,20160101,20161231,AN,BOR,160OTHERIN,57641
CGCMT16C1,407000612,38-001,20170101,20171231,AN,ADJ,510CAPEX,16203
CGCMT16C1,305990023,23-001,20151019,20160601,UB,NOR,440OTHEREX,4615
CGCMT16C1,305990029,29-001,20160101,20161231,AN,NOR,380PAYROLL,99422
CGCMT16C1,695100651,32-000,20170101,20170630,AN,ADJ,320PROPINS,18872
CGCMT16C1,695100652,27-001,20160101,20161231,AN,NOR,400PROFESS,170729
CGCMT16C1,695100651,32-000,20170101,20170630,AN,BOR,310RETAXES,29384
CGCMT16C1,304101579,7-000,20160101,20161231,AN,BOR,400PROFESS,33915
CGCMT16C1,407000612,38-001,20160101,20161231,AN,NOR,030BASERNT,646235
CGCMT16C1,407000614,44-001,20170101,20170930,AN,NOR,320PROPINS,8929
CGCMT16C1,304101554,45-001,20160308,20160601,UB,NOR,500TENANTI,17987
CGCMT16C1,305990052,52-001,20170101,20171231,AN,NOR,160OTHERIN,52464
CGCMT16C1,305990054,54-001,20160228,20160601,UB,NOR,340REPAIRS,23504
CGCMT16C1,304101579,7-005,20160101,20161231,AN,BOR,310RETAXES,34366
CGCMT16C1,695100652,27-001,20160101,20161231,AN,ADJ,510CAPEX,112831
CGCMT16C1,407004598,33-001,20170101,20170930,AN,NOR,410GENERAL,2350
CGCMT16C1,695100651,32-001,20160101,20161231,AN,NOR,160OTHERIN,96878
CGCMT16C1,304101541,31-001,20160229,20160601,UB,NOR,340REPAIRS,37270
